Release Month  Release Date	Release Year	Movie	Budget ($M)	Domestic ($M)	Worldwide ($M)
7	19	1996	Fled	30	17.192205	19.892205
6	4	2010	Splice	30	17.01017	22.461001
4	18	2008	88 Minutes	30	16.930884	32.955399
4	9	2004	The Whole Ten Yards	30	16.323969	26.323969
8	1	1986	Howard the Duck	30	16.295774	16.295774
10	24	2008	Pride and Glory	30	15.740721	43.440721
8	26	2005	The Cave	30	15.007991	27.147991
4	30	2004	Godsend	30	14.334645	16.910708
6	20	2003	Alex & Emma	30	14.208384	15.358583
9	3	2004	Wicker Park	30	13.001257	21.601257
12	25	2005	The New World	30	12.712093	26.1844
1	18	2013	The Last Stand	30	12.050299	48.050299
1	15	1999	In Dreams	30	12.017369	12.017369
3	12	1999	Wing Commander	30	11.578022	11.578022
1	12	2001	Antitrust	30	10.965209	17.865209
4	29	2011	Hoodwinked Too: Hood vs. Evil	30	10.143779	23.353111
4	8	2009	Dragonball Evolution	30	9.362785	58.22846
9	24	2004	First Daughter	30	9.05501	10.419084
9	9	2005	An Unfinished Life	30	8.535575	18.535575
12	25	2009	The Imaginarium of Doctor Parnassus	30	7.689607	64.352607
12	17	2010	Barney's Version	30	7.50256	8.845575
9	20	2002	Trapped	30	6.916869	6.916869
6	1	1984	Once Upon a Time in America	30	5.321508	5.321508
1	22	1999	Gloria	30	4.167493	4.967493
9	21	2007	The Assassination of Jesse James by the Coward Robert Ford	30	3.909149	15.313631
12	29	2004	The Merchant of Venice	30	3.765585	18.765585
4	2	2003	The Good Thief	30	3.517797	6.460758
8	17	2005	Supercross	30	3.10255	3.25255
12	29	2006	Miss Potter	30	3.005605	35.891257
5	5	2006	Wu ji	30	0.669625	35.869934
9	23	2011	Machine Gun Preacher	30	0.53869	0.53869
6	15	2007	DOA: Dead or Alive	30	0.480314	7.756224
2	19	2010	Le Petit Nicolas	30	0.201857	52.339566
10	7	2011	Xinhai geming	30	0.135739	8.593154
12	31	2010	Konferenz der Tiere	30	0	53.311125
12	14	2007	Goodbye Bafana	30	0	2.717302
11	18	2005	Walk the Line	29	119.519402	187.707495
12	27	1995	Twelve Monkeys	29	57.141459	168.841459
9	12	2003	Once Upon a Time in Mexico	29	56.330657	97.413527
4	14	2000	Keeping the Faith	29	37.036404	45.336404
2	13	1998	The Borrowers	29	22.619589	54.045832
12	5	2008	Frost/Nixon	29	18.622031	28.144586
11	12	2004	Seed of Chucky	29	17.01619	24.71619
8	23	2002	Serving Sara	29	16.930185	20.14615
12	31	2002	Confessions of a Dangerous Mind	29	16.007718	33.013805
8	26	2009	Taking Woodstock	29	7.460204	10.066366
9	24	1999	Mumford	28.7	4.559569	4.559569
3	4	2005	The Jacket	28.5	6.301131	15.452978
11	11	1992	Aladdin	28	217.350219	504.050219
5	23	1984	Indiana Jones and the Temple of Doom	28	179.880271	333.080271
11	20	1998	The Rugrats Movie	28	100.494685	140.894685
7	15	1988	Die Hard	28	81.350242	139.109346
4	6	2001	Along Came a Spider	28	74.058698	105.159085
2	14	2013	Safe Haven	28	71.39912	93.943623
2	6	2004	Miracle	28	64.378093	64.474705
11	1	2013	Last Vegas	28	63.914167	112.914167
1	26	2001	The Wedding Planner	28	60.400856	94.728529
3	19	2004	Dawn of the Dead	28	58.990765	103.452875
6	26	1981	For Your Eyes Only	28	54.8	195.3
12	14	2001	The Royal Tenenbaums	28	52.353636	71.430876
4	25	2003	Identity	28	52.131264	82.183683
10	5	2001	Serendipity	28	50.25531	75.294136
4	16	2010	Kick-Ass	28	48.071303	97.527535
9	28	2001	Zoolander	28	45.17225	60.780981
9	16	1994	Timecop	28	44.853581	102.053581
7	27	2007	No Reservations	28	43.107979	91.665799
7	16	1993	Hocus Pocus	28	39.360491	39.360491
11	11	2005	Pride and Prejudice	28	38.372662	120.918508
8	12	2011	30 Minutes or Less	28	37.053924	40.966716
12	22	2000	Dracula 2000	28	33.000377	33.000377
6	25	1982	Blade Runner	28	32.656328	33.139618
4	7	1995	Rob Roy	28	31.390587	31.390587
2	21	2014	3 Days to Kill	28	30.697999	33.622417
8	16	2013	Kick-Ass 2	28	28.795985	63.297114
10	12	2007	We Own the Night	28	28.563179	55.307857
1	15	2010	The Spy Next Door	28	24.307106	50.983364
4	25	2014	Brick Mansions	28	20.229465	32.587303
5	12	2006	Just My Luck	28	17.32665	38.159905
10	13	2000	Lost Souls	28	16.779636	31.320293
4	18	2003	Winged Migration	28	11.689053	33.189053
10	1	1999	Mystery, Alaska	28	8.891623	8.891623
8	24	2001	John Carpenter's Ghosts of Mars	28	8.434601	8.434601
7	11	1997	A Simple Wish	28	8.165213	8.165213
12	25	1997	Kundun	28	5.686694	5.686694
10	3	2008	How to Lose Friends & Alienate People	28	2.775593	12.031443
12	31	2007	Alatriste	28	0	22.860477
6	1	2007	Knocked Up	27.5	148.761765	219.15449
6	10	1983	Octopussy	27.5	67.9	187.5
6	26	2009	My Sister's Keeper	27.5	49.20023	96.673002
2	8	2008	Welcome Home Roscoe Jenkins	27.5	42.436517	43.607627
1	13	2012	Joyful Noise	27.5	30.932113	31.157914
12	25	2006	Notes on a Scandal	27.5	17.510118	49.752391
10	19	2007	Rendition	27.5	9.736045	27.036045
10	28	2011	Anonymous	27.5	4.463292	15.815509
3	18	2011	Limitless	27	79.249455	169.739455
12	6	1991	Star Trek VI: The Undiscovered Country	27	74.888996	96.9
6	7	2002	The Divine Secrets of the Ya-Ya Sisterhood	27	69.586544	73.826768
10	3	1997	Kiss the Girls	27	60.527873	60.527873
6	20	1980	The Blues Brothers	27	57.22989	57.22989
12	25	1994	The Jungle Book	27	44.342956	44.342956
8	6	2008	The Sisterhood of the Traveling Pants 2	27	44.089964	44.270131
5	17	2002	About a Boy	27	40.803	129.949664
8	19	2011	Spy Kids: All the Time in the World	27	38.536376	80.681183
7	16	1999	Lake Placid	27	31.770413	31.770413
4	7	2006	Lucky Number Slevin	27	22.495466	55.495466
10	21	1983	The Right Stuff	27	21.5	21.5
7	20	1984	Die Unendliche Geschichte	27	21.3	21.3
2	27	1998	Dark City	27	14.435076	27.257061
10	1	2010	Case 39	27	13.261851	29.302804
6	10	2005	The Honeymooners	27	12.834849	13.174426
6	21	1985	Return to Oz	27	10.618813	10.618813
3	27	1998	The Newton Boys	27	10.341093	10.341093
8	27	2004	Suspect Zero	27	8.712564	8.712564
11	2	2007	The Martian Child	27	7.50031	9.352089
10	18	2002	Formula 51	27	5.204007	5.204007
11	24	1999	Flawless	27	4.485485	4.485485
5	13	2005	Mindhunters	27	4.476235	16.566235
10	17	2008	What Just Happened	27	1.090947	2.412123
12	12	2003	The Statement	27	0.765637	1.545064
12	31	2006	The Magic Flute	27	0	0
1	16	2009	Paul Blart: Mall Cop	26	146.336178	185.90475
8	6	2003	Freaky Friday	26	110.222438	160.822438
8	19	2005	The 40 Year-old Virgin	26	109.449237	177.360047
12	11	1998	Shakespeare in Love	26	100.317794	279.5
12	21	1990	Kindergarten Cop	26	91.457688	202
8	6	2008	The Pineapple Express	26	87.34138	102.404019
12	22	1993	Philadelphia	26	77.324422	201.324422
7	31	1998	Ever After: A Cinderella Story	26	65.705772	65.705772
8	10	1990	Flatliners	26	61.308153	61.308153
8	15	2003	Open Range	26	58.331254	68.613992
8	19	2005	Red Eye	26	57.891803	95.555805
12	9	2011	New Year's Eve	26	54.544638	143.663899
6	15	1977	A Bridge Too Far	26	50.8	50.8
4	26	2013	Pain & Gain	26	49.875291	81.275291
1	31	2003	Final Destination 2	26	46.896664	90.396664
12	22	2000	O Brother, Where Art Thou?	26	45.506619	75.763814
12	29	2004	In Good Company	26	45.489752	63.489752
1	22	2010	Legion	26	40.16808	68.854097
3	29	2002	Clockstoppers	26	36.985501	38.788828
7	10	1985	Silverado	26	33.2	33.2
12	4	2009	Brothers	26	28.544157	45.04387
3	12	2004	Agent Cody Banks 2: Destination London	26	23.514247	28.703083
8	3	2001	Original Sin	26	16.52141	16.52141
2	20	2004	Welcome to Mooseport	26	14.469428	14.469428
1	27	1995	Highlander III: The Sorcerer	26	13.738574	13.738574
8	24	2001	The Curse of the Jade Scorpion	26	7.496522	18.496522
10	18	2013	The Fifth Estate	26	3.254172	6.154172
2	21	1997	Blood and Wine	26	1.08335	1.08335
5	17	1996	Flipper	25.53	20.08002	30.593313
8	31	2005	The Constant Gardener	25.5	33.579798	81.079798
10	17	2008	W.	25.1	25.534493	28.575778
2	25	2004	The Passion of the Christ	25	370.78293	622.420667
11	24	1993	Mrs. Doubtfire	25	219.195051	441.286003
12	16	1988	Rain Man	25	172.825435	412.8
8	10	2011	The Help	25	169.705587	213.120004
12	12	2008	Gran Torino	25	148.095302	274.543085
1	30	2009	Taken	25	145.000989	226.941585
1	17	2014	Ride Along	25	134.202565	153.607946
11	25	1992	The Bodyguard	25	121.94572	410.9
12	15	1993	Schindler's List	25	96.067179	321.365567
7	2	2003	Legally Blonde 2: Red, White & Blonde	25	90.639088	125.339088
3	26	2004	Scooby-Doo 2: Monsters Unleashed	25	84.185387	181.185387
7	9	2004	Anchorman: The Legend of Ron Burgundy	25	84.136909	89.476265
8	15	2003	Freddy vs. Jason	25	82.622655	114.576403
2	16	2007	Bridge to Terabithia	25	82.234139	137.984788
12	21	2001	Jimmy Neutron: Boy Genius	25	80.936232	102.992536
1	18	2008	Cloverfield	25	80.048433	170.764033
2	5	2010	Dear John	25	80.014842	111.36241
3	22	1991	Teenage Mutant Ninja Turtles II: The Secret of the Ooze	25	78.656813	78.656813
12	25	2012	Parental Guidance	25	77.267296	120.168633
6	3	1987	The Untouchables	25	76.270454	76.270454
11	9	2007	No Country for Old Men	25	74.273505	164.05125
4	13	2001	Bridget Jones's Diary	25	71.500556	281.527158
12	15	2000	Chocolat	25	71.30976	152.500343
1	21	2011	No Strings Attached	25	70.66222	149.228078
1	13	2012	Contraband	25	66.528	98.406855
12	25	1993	Tombstone	25	56.505065	56.505065
3	22	2000	Romeo Must Die	25	55.973336	91.03676
6	6	2006	The Omen	25	54.607383	119.496456
2	10	2006	Final Destination 3	25	54.098051	112.798051
12	13	2013	Tyler Perry's A Madea Christmas	25	52.543354	52.543354
11	12	2004	Finding Neverland	25	51.676606	115.036108
1	27	2012	The Grey	25	51.580136	84.339696
1	28	2005	Hide and Seek	25	51.100486	123.100486
8	22	2008	The House Bunny	25	48.237389	70.237389
3	14	2003	Agent Cody Banks	25	47.54506	58.240458
1	27	2006	Nanny McPhee	25	47.279279	128.745578
9	19	1990	Goodfellas	25	46.743809	46.743809
12	9	1983	Scarface	25	44.942821	44.942821
7	18	1997	Nothing To Lose	25	44.480039	64.594061
11	20	1987	The Last Emperor	25	43.984	43.984
12	27	2002	The Hours	25	41.675994	97.030468
8	22	1997	Money Talks	25	41.076865	41.076865
12	26	2007	There Will Be Blood	25	40.222514	77.208711
12	20	2002	The Wild Thornberrys	25	40.108697	60.694737
6	13	2003	Rugrats Go Wild	25	39.402572	55.443032
6	1	2005	Sisterhood of the Traveling Pants	25	39.053061	41.560117
5	31	2002	Undercover Brother	25	38.230435	38.230435
12	25	2013	August:  Osage County	25	37.73881	50.73881
7	6	2001	Kiss of the Dragon	25	36.833473	36.833473
3	30	2005	Beauty Shop	25	36.35135	38.35135
4	4	2003	What a Girl Wants	25	35.990505	35.990505
8	29	2003	Jeepers Creepers II	25	35.623801	35.623801
9	21	2007	Good Luck Chuck	25	35.017297	59.183821
2	28	2003	Cradle 2 the Grave	25	34.657731	56.434942
3	17	2006	She's the Man	25	33.889159	55.279608
5	10	2014	Million Dollar Arm	25	33.552991	34.052991
8	24	2007	Mr. Bean's Holiday	25	33.302167	234.981342
10	16	1998	Bride of Chucky	25	32.404188	50.692188
11	17	2007	August Rush	25	31.664162	66.015869
8	27	2004	Anacondas: The Hunt for the Blood Orchid	25	31.526393	70.326393
11	6	1998	Elizabeth	25	30.082699	82.150642
9	23	1970	Tora, Tora, Tora	25	29.548291	29.548291
1	23	1998	Spiceworld	25	29.342592	56.042592
4	11	2014	Draft Day	25	28.832977	28.832977
9	23	1994	The Shawshank Redemption	25	28.241469	28.241469
5	22	2009	Dance Flick	25	25.662155	32.092761
4	20	2001	Crocodile Dundee in Los Angeles	25	25.590119	39.393111
7	26	1996	Kingpin	25	25.023424	32.223424
3	18	2005	Ice Princess	25	24.381334	25.732334
8	26	2011	Don't Be Afraid of the Dark	25	24.046682	31.551048
4	23	2010	The Losers	25	23.591432	26.714018
8	24	2007	War	25	22.486409	40.686409
4	7	1995	Don Juan DeMarco	25	22.032635	22.032635
4	22	2005	A Lot Like Love	25	21.835784	47.835784
5	1	1998	He Got Game	25	21.567853	22.411948
9	2	2011	Shark Night 3D	25	18.877153	32.209741
10	11	2002	Punch-Drunk Love	25	17.791031	24.591031
2	20	2004	Eurotrip	25	17.718223	20.718223
4	4	2008	The Ruins	25	17.432844	22.177122
10	25	2013	The Counselor	25	16.973715	70.373715
12	8	2006	Unaccompanied Minors	25	16.655224	21.970831
4	1	1988	Bright Lights, Big City	25	16.118077	16.118077
11	15	2002	Half Past Dead	25	15.56786	19.23328
4	18	1986	Legend	25	15.502112	15.502112
7	26	1996	The Adventures of Pinocchio	25	15.38217	36.68217
9	30	2005	The Greatest Game Ever Played	25	15.331289	15.425073
11	6	2009	The Box	25	15.051977	26.341896
3	3	2000	The Next Best Thing	25	14.983572	24.355762
10	8	2010	My Soul to Take	25	14.744435	16.72747
4	9	2004	The Girl Next Door	25	14.589444	18.589444
8	15	2008	Fly Me To the Moon	25	14.543943	57.546746
9	13	1996	Maximum Risk	25	14.102929	51.702929
9	13	2002	Stealing Harvard	25	13.973532	13.973532
8	3	2007	Hot Rod	25	13.938332	14.334401
9	9	2011	Warrior	25	13.657115	24.215385
12	24	1999	Angela's Ashes	25	13.03866	13.03866
12	21	2012	Cirque du Soleil: Worlds Away	25	12.512862	28.012862
6	21	1985	Lifeforce	25	11.603545	11.603545
4	15	2011	The Conspirator	25	11.538204	15.907411
7	3	2002	The Powerpuff Girls	25	11.411644	16.425701
6	3	2005	The Lords of Dogtown	25	11.273517	13.424365
10	11	1996	Michael Collins	25	11.092559	27.572844
3	28	2008	Stop-Loss	25	10.915744	11.179472
10	8	1993	Gettysburg	25	10.731997	10.731997
10	18	2002	Abandon	25	10.719367	12.219367
9	16	2011	Straw Dogs	25	10.324441	11.253821
8	13	1999	Brokedown Palace	25	10.115014	11.115766
8	16	2002	Possession	25	10.103647	14.805812
4	19	1996	Mrs. Winterbourne	25	10.039566	10.039566
5	17	1991	Stone Cold	25	9.286314	9.286314
11	25	2009	The Road	25	8.11427	27.61427
4	6	2007	The Hoax	25	7.164995	7.164995
8	17	1984	Sheena	25	5.778353	5.778353
9	2	2005	Underclassman	25	5.654777	5.654777
3	23	2001	Say It Isn't So	25	5.516708	5.516708
12	7	2005	The World's Fastest Indian	25	5.128124	16.509706
3	1	1995	Tank Girl	25	4.064333	4.064333
4	22	2005	King's Ransom	25	4.008527	4.049527
10	3	2008	Blindness	25	3.073392	20.052958
1	6	2006	BloodRayne	25	2.40542	3.60542
11	20	2009	Bad Lieutenant: Port of Call New Orleans	25	1.702112	8.162545
11	25	2009	Me and Orson Welles	25	1.190003	1.190003
9	16	2005	Venom	25	0.881745	0.881745
10	14	2005	Where the Truth Lies	25	0.872142	1.415656
9	11	1998	Without Limits	25	0.780326	0.780326
12	21	2012	On the Road	25	0.720828	9.264551
6	30	2010	Love Ranch	25	0.137885	0.137885
12	31	2010	Sammy's avonturen: De geheime doorgang	25	0	75.518568
12	31	2010	Belka i Strelka. Zvezdnye sobaki	25	0	9.445081
10	4	2011	La véritable histoire du Chat Botté	25	0	8.208594
1	1	1970	Waterloo	25	0	0
1	10	2014	The Adventurer: The Curse of the Midas Box	25	0	0
11	26	1986	Star Trek IV: The Voyage Home	24	109.713132	133
12	12	1997	Scream 2	24	101.363301	101.363301
2	21	2003	Old School	24	75.155	86.325829
12	20	2006	Rocky Balboa	24	70.269899	156.22905
2	18	2000	The Whole Nine Yards	24	57.262492	85.527867
10	14	2011	Footloose	24	51.802742	63.412773
11	13	1998	I Still Know What You Did Last Summer	24	40.020622	40.020622
12	16	1969	Hello, Dolly	24	33.208099	33.208099
4	7	2000	Return to Me	24	32.662299	32.662299
11	6	2009	The Men Who Stare at Goats	24	32.428195	67.348218
10	31	2008	Zack and Miri Make a Porno	24	31.457946	36.856306
1	12	2001	Double Take	24	29.823162	29.823162
12	21	1999	Girl, Interrupted	24	28.87119	28.87119
9	8	2000	Nurse Betty	24	25.170054	27.732366
8	20	2010	Piranha 3D	24	25.003155	83.314723
1	23	2004	Win a Date with Tad Hamilton!	24	16.980098	16.980098
7	14	1999	Muppets From Space	24	16.304786	16.304786
10	24	1978	The Wiz	24	13	13
4	7	2000	Ready to Rumble	24	12.37241	12.37241
9	16	2011	I Don't Know How She Does It	24	9.659074	24.474463
12	24	1999	Play it to the Bone	24	8.427204	8.427204
12	17	2004	Beyond the Sea	24	6.144806	7.061637
3	27	1998	Meet the Deedles	24	4.356126	4.356126
8	25	1995	The Princess and the Cobbler	24	0.669276	0.669276
6	10	2005	The Bridge of San Luis Rey	24	0.049981	1.696765
10	2	2009	Zombieland	23.6	75.590286	102.236596
5	21	1980	Star Wars Ep. V: The Empire Strikes Back	23	290.27196	534.17196
11	6	1998	The Waterboy	23	161.491646	190.191646
6	28	1991	The Naked Gun 2½: The Smell of Fear	23	86.930411	86.930411
4	7	1995	Bad Boys	23	65.647413	141.247413
3	17	2000	Final Destination	23	53.302314	112.03687
12	17	1976	King Kong	23	52.614445	90.614445
10	7	2011	The Ides of March	23	40.962534	77.735925
2	18	2000	Pitch Black	23	39.235088	53.182088
3	30	2001	Someone Like You	23	27.338033	38.684906
12	18	2013	Her	23	25.568251	47.903222
10	5	2001	Joy Ride	23	21.973182	21.973182
1	20	2012	Haywire	23	18.942396	22.17619
11	12	1999	Anywhere But Here	23	18.653615	18.653615
9	1	2004	Vanity Fair	23	16.123851	19.123851
7	17	1987	Jaws 4: The Revenge	23	15.728335	15.728335
8	25	2000	The Crew	23	13.019253	13.019253
12	20	1996	Marvin's Room	23	12.803305	12.803305
1	9	2004	Chasing Liberty	23	12.189514	12.291975
8	22	2008	The Longshots	23	11.511323	11.742143
12	3	1999	The End of the Affair	23	10.660147	10.660147
8	23	1991	Harley Davidson and the Marlboro Man	23	7.018525	7.018525
9	14	2007	In the Valley of Elah	23	6.777741	24.48915
9	25	2009	Coco avant Chanel	23	6.113834	50.813834
6	26	2009	Cheri	23	2.715657	2.715657
12	31	2009	Shi Yue Wei Cheng	23	0	44.195779
6	24	1987	Spaceballs	22.7	38.119483	38.119483
6	22	2007	1408	22.5	71.985628	131.26337
7	13	1990	Ghost	22	217.631306	517.6
7	15	1998	There's Something About Mary	22	176.484651	360.099999
11	11	1994	The Santa Clause	22	144.833357	189.8
9	22	2007	The Game Plan	22	90.648202	146.590987
3	29	2002	The Rookie	22	75.600072	80.491516
6	2	1995	The Bridges of Madison County	22	71.516617	175.516617
2	28	2014	Son of God	22	59.700064	67.513026
6	1	2001	The Animal	22	55.762229	55.762229
12	8	1982	Gandhi	22	52.767889	52.767889
9	19	2003	Underworld	22	51.97069	95.708457
7	28	1995	The Net	22	50.621733	110.521733
8	3	2012	Diary of a Wimpy Kid: Dog Days	22	49.008662	77.229695
12	28	2001	I Am Sam	22	40.270895	40.270895
11	11	2005	Derailed	22	36.020063	57.520063
9	18	2009	The Informant	22	33.316821	41.771168
11	22	2013	Delivery Man	22	30.659817	36.418006
8	24	2001	Jay and Silent Bob Strike Back	22	30.059386	33.7624
12	29	1993	Shadowlands	22	25.842377	25.842377
8	27	2008	Traitor	22	23.530831	27.664173
8	12	2005	Deuce Bigalow: European Gigolo	22	22.400154	44.400154
2	9	2001	Saving Silverman	22	19.351569	25.873142
7	2	1999	Summer of Sam	22	19.28813	19.28813
9	14	2001	The Glass House	22	17.951431	22.861785
6	13	1980	The Island	22	15.716828	15.716828
4	11	2001	Josie and the Pussycats	22	14.25283	14.25283
10	27	2000	The Little Vampire	22	13.555988	13.555988
10	1	2004	I Heart Huckabees	22	12.784713	20.034713
11	5	1993	RoboCop 3	22	10.69621	10.69621
8	27	1999	Dudley Do-Right	22	9.818792	9.818792
9	21	2001	Megiddo: Omega Code 2	22	6.047691	6.047691
1	1	1970	Darling Lili	22	5	5
11	23	2005	The Libertine	22	4.835065	9.448623
4	6	2007	Zwartboek	22	4.398532	27.238354
10	8	2010	Stone	22	1.810078	4.06502
3	3	2006	Joyeux Noël	22	1.054361	23.134075
6	24	1977	Sorcerer	21.6	12	12
7	27	2007	Molière	21.6	0.635733	0.791154
10	5	2007	Michael Clayton	21.5	49.033882	92.987651
7	9	1999	Arlington Road	21.5	24.419219	24.419219
12	20	1996	My Fellow Americans	21.5	22.331846	22.331846
6	22	2012	To Rome with Love	21.5	16.684352	74.363777
11	16	2012	Silver Linings Playbook	21	132.092958	227.317397
6	30	1999	South Park: Bigger, Longer & Uncut	21	52.037603	52.037603
6	18	1982	Firefox	21	45.78572	45.78572
4	16	2010	Death at a Funeral	21	42.739347	48.977233
3	19	1993	Teenage Mutant Ninja Turtles III	21	42.273609	42.273609
9	14	2001	Hardball	21	40.222729	44.102389
11	5	2010	For Colored Girls	21	37.729698	38.017873
1	5	2007	Freedom Writers	21	36.605602	43.632609
10	11	2002	The Transporter	21	25.296447	43.928932
3	14	2008	Never Back Down	21	24.850922	39.319801
12	9	2011	Tinker Tailor Soldier Spy	21	24.149393	81.452811
11	5	1999	The Bachelor	21	21.731001	36.882378
3	12	1999	The Rage: Carrie 2	21	17.760244	17.760244
8	1	2008	Swing Vote	21	16.289867	17.589867
6	5	2009	Away We Go	21	9.451946	10.108016
9	27	2002	Moonlight Mile	21	6.830957	6.830957
5	6	2011	The Beaver	21	0.970816	5.046038
10	22	1999	Molly	21	0.017396	0.017396
4	23	1999	eXistenZ	20.7	2.840417	2.840417
7	23	1982	The Best Little Whorehouse in Texas	20.5	69.701637	69.701637
6	12	1981	Raiders of the Lost Ark	20	248.159971	389.925971
11	13	1991	Beauty and the Beast	20	218.951625	451.421625
11	20	1992	Home Alone 2: Lost in New York	20	173.585516	358.99485
11	16	1977	Close Encounters of the Third Kind	20	166	337.7
5	20	1987	Beverly Hills Cop II	20	153.665036	276.665036
7	19	2013	The Conjuring	20	137.400141	318.000141
3	7	2003	Bringing Down the House	20	132.675402	164.675402
2	14	1991	The Silence of the Lambs	20	130.726716	275.726716
2	14	1992	Wayne's World	20	121.697323	183.097323
10	15	2010	Jackass 3D	20	117.229692	171.685793
6	16	1978	Jaws 2	20	102.922376	208.900376
10	3	2008	Beverly Hills Chihuahua	20	94.514402	154.218168
1	21	2005	Are We There Yet?	20	82.674398	97.918663
